Date,Have?,Entered?,ESTC#,Subject,Title,Imprint,Author1,Author2,Author3,Author4,Editor,Translator,Printer1,PrinterLoc 1,Printer2,PrinterLoc 2,Engraver1,Engraver1 Loc,Engraver2,Engraver3,Engraver4,Illustrator1,Illustrator2,Illustrator3,Bookseller 1,SaleShop 1,ShopLoc 1,Bookseller 2,SaleShop2,ShopLoc 2,Bookseller 3,SaleShop 3,ShopLoc 3,Bookseller 4,SaleShop 4,ShopLoc 4,Bookseller 5,SaleShop 5,ShopLoc 5,Bookseller 6,SaleShop 6,ShopLoc 6,Bookseller 7,SaleShop 7,ShopLoc 7,Bookseller 8,SaleShop 8,ShopLoc 8,Bookseller 9,SaleShop 9,ShopLoc 9,Bookseller 10,SaleShop 10,ShopLoc 10,Bookseller 11,Sale Shop 11,ShopLoc 11,Bookseller 12,Sale Shop 12,ShopLoc 12,Bookseller 13,Sale Shop 13,ShopLoc 13,Bookseller 14,Sale Shop 14,ShopLoc 14,Bookseller 15,Sale Shop 15,ShopLoc 15,Bookseller 16,Sale Shop 16,ShopLoc 16,Bookseller 17,Sale Shop 17,ShopLoc 17,Bookseller 18,Sale Shop 18,ShopLoc 18,Bookseller 19,Sale Shop 19,ShopLoc 19,RefSource,Library,Format,# Subs,# Copies,# Women
1762,x,,T113013,Mathematics,mathematics with eleven copper plates,London,William West,,,,John Rowe,,John Kippax,Cullum Street: London,,,,,,,,,,,Joseph Richardson,No 26,Pater Noster Row: London,Charles Bathurst,The Cross Keys,Fleet Street: London,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1762,x,,T102268,Mathematics,miscellanea analytica de seriebus et quadraturis 2,Cambridge,Edward Waring,,,,,,Joseph Bentham,Cambridge,,,,,,,,,,,William Thurlbourn,,Cambridge,William Woodyer,1/2 Trinity Street,Cambridge,John Merrill,Regent Walk,Cambridge,Robert Dodsley,Tully's Head,Pall Mall: London,James Dodsley,North Side,Pall Mall: London,John Beecroft,The Bible & Crown,Lombard Street: London,John Whiston,Boyle's Head,Fleet Street: London,Benjamin White and Son,Horace's Head,Fleet Street: London,Benjamin Dod,The Bible & Key,Ave Mary Lane: London,John Cotton,,Salop,Gavin Hamilton,Opposite Parliament Close,Edinburgh,John Balfour,Opposite Parliament Close,Edinburgh,Andrew Foulis,,Glasgow,George Ewing,The Angel & Bible,Dame Street: Dublin,Alexander Ewing,The Angel & Bible,Dame Street: Dublin,Robert Foulis,,Glasgow,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,Thomas Merrill,Regent Walk,Cambridge,R7,New York Public Library,4to,,,
1762,x,,T102268,Mathematics,miscellanea analytica de seriebus et quadraturis 2,Cambridge,Edward Waring,,,,,,Joseph Bentham,Cambridge,,,,,,,,,,,John Woodyer,1/2 Trinity Street,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,x,,10,Mathematics,youth's instructor or an introduction to arithmetick,London,John Sharpe,,,,,,,,,,,,,,,,,,William Owen,Homer's Head,Temple Bar: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,12mo,25,,0
1762,x,,T148916,Physics/Cosmology,new theory of generation,London,John Cook,,,,,,,,,,,,,,,,,,James Buckland,No 14,Pater Noster Row: London,Edward Dilly,The Rose & Crown,The Poultry: London,George Keith,Mercer's Chapel,Cheapside: London,Joseph Johnson,No 72,St Paul's Churchyard: London,Nathaniel Bell,Pavement,York,Barnabas Thorn,Opposite Guildhall,Exeter,Thomas Cadell 1,The Bible & Crown,St Maryport: Bristol,T Wood,,Strood,Timothy Toft,,Chelmsford: Essex,William Keymer,The Bible & Star,High Street: Colchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Cambridge University,8vo,167,167,8
1762,x,,N23108,Anatomy/Medicine,stadia physiologica,London,John Free,,,,,,,,,,,,,,,,,,Scott J Sandby,,,Samuel Parker 2,,New Bond Street: London,Daniel Prince,New College Lane,Oxford,William Frederick,18 The Grove,Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,162,194,0
1763,x,,T99651,Travel/Natural History,travels from st petersburg in russia to diverse parts of asia,Glasgow,John Bell,,,,,,Andrew Foulis,Glasgow,Robert Foulis,Glasgow,,,,,,,,,Alexander Kincaid,Auction House below Balfour's Coffee House,Edinburgh,Andrew Millar,Shakespeare's Head,The Strand: London,John Nourse,The Lamb,The Strand: London,Thomas Becket,73 Tully's Head,The Strand: London,Peter Abraham de Hondt,Tully's Head,The Strand: London,Christopher Henderson,Under the Royal Exchange,Cornhill: London,James Leake II,,Bath,J Frederick,,Bath,Thomas Cadell 1,The Bible & Crown,St Maryport: Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of California,4to,,,
1763,x,,T134585,Agriculture/Arts/Manufactures,complete dictionary of arts and sciences,London,Temple Croker,Thomas Williams,Samuel Clarke,,,,Charles Rivington II,Maiden Lane: London,,,,,,,,,,,Thomas Fletcher,St Mary the Great,Cambridge,Francis Hodson,Trumpington Street,Cambridge,Jacob Wilson,,Pater Noster Row: London,John Fell,,Pater Noster Row: London,John Coote,No 16,Pater Noster Row: London,Thomas Fletcher,St Mary the Great,Cambridge,Francis Hodson,Trumpington Street,Cambridge,William Smith,,Dublin,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,R9,University of Pittsburgh,2mo,1350,1370,55
1763,x,,T187224,Mathematics,new set of tables of solid and superficial measure,Dublin,Levi Hodgson,,,,,,Samuel Powell,Essex Street: Dublin,,,,,,,,,,,Daniel Hodgson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Cambridge University,8vo,273,307,2
1764,x,,T43034,Astronomy,a new treatise of astronomy,Exeter,Samuel Bamfield,,,,,,Andrew Brice,Northgate Street: Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Oxford University,4to,,,
1764,x,,N18048,Travel/Natural History,gleanings of natural history 2,London,George Edwards,,,,,,College of Physicians,Warwick Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1764,x,,T119944,Astronomy,astronomy in five books 2,Cambridge,Roger Long,,,,,,James Fletcher I,Oxford,James Fletcher II,Oxford,,,,,,,,,John Deighton,St Michael,Cambridge,John Egerton,No 30,Charing Cross: London,Thomas Egerton,No 30,Charing Cross: London,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,28,28,1
1764,x,,T147722,Mathematics,the residual analysis,London,John Landen,,,,,,,,,,,,,,,,,,Lacy Hawes,The Red Lion,Pater Noster Row: London,William Clarke,The Red Lion,Pater Noster Row: London,Robert Collins,The Red Lion,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Library of Congress,4to,,,
1765,x,,T122850,Agriculture/Arts/Manufactures,a treatise on agriculture entitled the yorkshire farmer 1,Dublin,Charles Varlo,,,,,,Alex McCulloh,Henry Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Cornell University,8vo,,,
1765,x,,T18652,Physics/Cosmology,excerpta quaedam e newtoni principiis philosophiae naturalis cum notis variorum,Cambridge,Isaac Newton,Robert Thorpe,George Wollaston,,John Jebb,,Joseph Bentham,Cambridge,,,,,,,,,,,John Merrill,Regent Walk,Cambridge,John Nicholson 1,Trumpington Street,Cambridge,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Boston College,4to,,,
1765,x,,T133336,Atlas/History/Geography,new system of geography and a new set of maps,London,Daniel Fenning,Joseph Collier,,,,,Samuel Crowder,Pater Noster Row: London,,,,,,,,,,,Stanley Crowder,The Looking Glass,Pater Noster Row: London,William Jackson,High Street,Oxford,John Merrill,Regent Walk,Cambridge,John Smith,,Dublin,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,325,325,21
1765,x,,T172671,Map,a map of the county of devon,London,Benjamin Donne,,,,,,Thomas Jefferys,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University: Bodleian,1mo,,,
1765,x,,T102025,Natural Theology,lectures on natural and revealed religion,London,James Tunstall,,,,,,William Bowyer II,Whitefriars: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,4to,,,
1765,x,,T115791,Physics/Cosmology,a new treatise on fireworks,London,Robert Jones,,,,,,Leonard Urquhart,Pater Noster Row: London,William Richardson 2,Royal Exchange: London,,,,,,,,,John Millan,Locke's Head,New Street: London,Thomas Lewis,Great Russell Street,Covent Garden: London,William Richardson 2,No 91,Royal Exchange: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Wellcome University Library,8vo,170,186,0
1765,"Not at BL, UGlasgow",,T134025,Anatomy/Medicine,complete treatise on gangrene and sphacelus,London,Sylvester O'Halloran,,,,,,,,,,,,,,,,,,Paul Vaillant,Bedford House,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,206,232,0
1766,x,,T121012,Atlas/History/Geography,a treatise on agriculture entitled the yorkshire farmer 2,Dublin,Charles Varlo,,,,,,Alex McCulloh,Henry Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,8vo,486,506,1
1766,x,,T113672,Physics/Hydrostatics,philosophical essays,Worcester,Richard Lovett,,,,,,Richard Lewis,High Street: Worcester,,,,,,,,,,,William Sandby,The Ship,Fleet Street: London,Joseph Johnson,No 72,St Paul's Churchyard: London,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1766,x,,T110874,Mathematics,arithmetical collections and improvements,London,Anthony Birks,John Birks,,,,,,,,,,,,,,,,,Lacy Hawes,The Red Lion,Pater Noster Row: London,Robert Collins,The Red Lion,Pater Noster Row: London,William Clarke,The Red Lion,Pater Noster Row: London,Thomas Hollingworth,High Street at the Grass Market,King's Lynn: Norfolk,Anthony Birks,,London,John Birks,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,8vo,,,
1768,x,,T207595,Agriculture/Arts/Manufactures,modern farmer's guide by a real farmer,Glasgow,Charles Varlo,,,,,,Andrew Foulis,Glasgow,Robert Foulis,Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1768,x,,T101490,Agriculture/Arts/Manufactures,a treatise on the management of bees,London,Thomas Wildman,,,,,,Thomas Cadell 2,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,440,505,79
1768,x,,T83026,Engineering,familiar architecture masonry of the semi-circular and arches,London,Thomas Rawlins,,,,,,,,,,,,,,,,,,Abraham Webber,,London,Henry Webley,The Bible & Crown,Holborn: London,Francis Newberry,On the Corner,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,,,
1769,x,,T184990,Map,a topographical map of kent,London,John Andrews,Andrew Drury,,,,,Andrew Drury,St Martin's Lane: London,,,John Andrews,The Strand: London,,,,,,,John Andrews,No 40,The Strand: London,Andrew Drury,Dukes Court,St Martin's Lane: London,William Herbert,27 Glouston Square,Whitechapel: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Newcastle University,1mo,,,
1769,x,,T112366,Travel/Natural History,the beauties of nature displayed in a sentimental ramble through her luxuriant fields etc,Birmingham,W Jackson,,,,,,John Baskerville,Birmingham,,,,,,,,,,,Major Morgan,43 Market Square,Lichfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1769,x,,T110334,Mathematics,the gentleman and tradesman's compleat assistant,London,John Leadbeater,,,,,,Samuel Chandler,London,,,,,,,,,,,Henry Webley,The Bible & Crown,Holborn: London,William Todd,Adam & Eve Court,Oxford Rd: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1769,x,,T71582,Navigation,an universal dictionary of the marine or a copious explanation,London,William Falconer,,,,,,Thomas Cadell 2,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4,Columbia University,4to,,,
1769,x,,T110454,Atlas/History/Geography,england displayed,London,P Russell,Owen Price,,,,,William Adlard,Fleet Street: London,J Browne 2,Fleet Street: London,,,,,,,,,Samuel Bladon,The Papermill,Pater Noster Row: London,Thomas Evans,No 54,Pater Noster Row: London,John Coote,No 16,Pater Noster Row: London,William Domville,No 23 Abchurch,Royal Exchange: London,F Blythe,,Royal Exchange: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Getty Research Institute,2mo,,,
1769,x,,T145681,Travel/Natural History,the natural history and antiquities of northumberland and so much of the county of durham as lies between the rivers tyne and tweed,London,John Wallis,,,,,,William Strahan,The Strand: London,Andrew Strahan,The Strand: London,,,,,,,,,Samuel Bladon,The Papermill,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Toronto,4to,,,
1769,x,,T129319,Mathematics,arithmetic fairly laid open or the trader's sure guide,Liverpool,John Gore,Henry Gore,,,,,William Nevett,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Manchester Public Library,12mo,,,
1769,x,,T172473,Agriculture/Arts/Manufactures,the scots apiary or the compleat bee-master,Glasgow,James Petrie,,,,,,,,,,,,,,,,,,James Petrie,,Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,University of Glasgow,8vo,155,164,10
1769,x,,T80564,Atlas/History/Geography,the survey of cornwall and an epistle concerning the excellencies of the english tongue,London,Richard Carew,,,,,,,,,,,,,,,,,,Bedwell Law,The Bible & Ball,Ave Mary Lane: London,John Hewett,The Library,Penzance: Cornwall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,New York Public Library,8vo,,,
1770,x,,T113283,Travel/Natural History,travels and voyages through europe asia and africa for nineteen years,Edinburgh,William Lithgow,,,,,,Alexander Murray,Craig's Close: Edinburgh,James Cochran,Craig's Close: Edinburgh,,,,,,,,,James Meuros,,Kilmarnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Lausanne,8vo,,,
1770,x,,N65624,Mathematics,essays on the origins and use of tables of latitude,Dublin,Abram Robertson,,,,,,Robert Marchbank,Meath Street: Dublin,,,,,,,,,,,James Porter,,Skinner Row: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1770,x,,T53071,Mathematics,a treatise on mensuration,Newcastle upon Tyne,Charles Hutton,Thomas Bewick,,,,,Thomas Saint,Newcastle upon Tyne,,,Thomas Bewick,,,,,Thomas Bewick,,,John Wilkie,No 71,St Paul's Churchyard: London,Richard Baldwin,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,4to,,,
1770,x,,T123563,Travel/Natural History,travels into north america 1,Warrington,Peter (Pehr) Kalm,,,,,John Reinhold Forster,William Eyres,Horse Market: Warrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Huntington Library,8vo,,,
1770,x,,11,Mathematics,writing arithmetic and algebra,London,Joseph Applin,,,,,,,,,,Edward Thorowgood,Little Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,4to,,,
1770,x,,T63105,Atlas/History/Geography,voyages and travels through the russian empire,Edinburgh,John Cook,,,,,,,,,,,,,,,,,,James Meuros,,Kilmarnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4,Oxford University,8vo,,,
1770,x,,N12659,Agriculture/Arts/Manufactures,rational farmer or a treatise on agriculture and tillage,Newport,Matthew Peters,,,,,,,,,,,,,,,,,,William Flexney,No 100 Chancery Lane,Holborn: London,J Wise,,Newport,John Sturch,,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1771,x,,T146463,Mathematics,geodaesia improved 1,Chester,Arthur Burns,,,,,,John Poole,Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,8vo,,,
1771,x,,T122265,Agriculture/Arts/Manufactures,new system of husbandry 1,York,Charles Varlo,,,,,,Nicholas Nickson,Thursday Market: York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1771,x,,T58755,Navigation,the ready observator or an infallible method for determining the latitude at sea,London,Nikolai Detlef Falck,,,,,,Grosvenor,Cornhill: London,Wells,Cornhill: London,,,,,,,,,Wells,No 11 Leadenhall St,Cornhill: London,Grosvenor,No 11 Leadenhall St,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Cornell University,4to,,,
1771,x,,T34594,Anatomy/Medicine,disquisitions on medicines that dissolve the stone,London,Alexander Blackrie,,,,,,William Bowyer II,Whitefriars: London,John Nichols,Fleet Street: London,,,,,,,,,David Wilson,Plato's Head,The Strand: London,George Nicol 1,No 441,The Strand: London,John Wilkie,No 71,St Paul's Churchyard: London,Francis Newberry,On the Corner,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,216,1106,34
1772,x,,T68454,Agriculture/Arts/Manufactures,new system of husbandry 2,Winchester,Charles Varlo,,,,,,John Wilkes,Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Rothamsted Experimental Research,8vo,606,607,1
1772,x,,T88288,Agriculture/Arts/Manufactures,advancement of arts manufactures and commerce 1,London,William Bailey,Alexander Mabyn Bailey,,,,,William Adlard,Fleet Street: London,,,,,,,,,,,Robert Dodsley,Tully's Head,Pall Mall: London,George Pearch,,Cheapside: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,371,389,2
1772,x,,T77170,Travel/Natural History,an essay towards a natural history of the county of dublin,Dublin,John Rutty,,,,,,William Sleater,Castle Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1772,x,,T36343,Physics/Cosmology,the history and present state of vision light and colours,London,Joseph Priestley,,,,,,,,,,,,,,,,,,Joseph Johnson,No 72,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,Lyon Public Library,4to,,,
1772,x,,T123553,Travel/Natural History,travels into north america 2,London,Peter (Pehr) Kalm,,,,,John Reinhold Forster,,,,,,,,,,,,,Thomas Lowndes,The Bible & Crown,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Yale: Beinecke,8vo,,,
1772,R,,T215223,Agriculture/Arts/Manufactures,new royal and universal dictionary of arts and sciences,London,M Hinde,W Squire,J Marshall,Thomas Cooke,,,,,,,,,,,,,,,John Cooke,No 17,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,William and Mary,2mo,,,
1773,x,,T96736,Mathematics,a complete system of practical arithmetic (both vulgar & decimal),Shrewsbury,Thomas Sadler,,,,,,William Williams,Shrewsbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,12mo,,,
1773,x,,T208507,Travel/Natural History,one hundred and twenty plates of moths and butterflies,London,Benjamin Wilkes,,,,,,,,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Carnegie Museum of Natural History,4to,102,122,22
1773,Not at Ucongress (maybe go and take a picture),,12,Map,a topographical map of wiltshire,London,John Andrews,Andrew Drury,,,,,Andrew Drury,St Martin's Lane: London,,,John Andrews,The Strand: London,,,,,,,John Andrews,No 40,The Strand: London,Andrew Drury,Dukes Court,St Martin's Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,1mo,,,
1774,x,,T195317,Navigation,the universal navigator; or a comprehensive treatise of navigation,Whitehaven,William Chambers,,,,,,Allason Foster,Whitehaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Oxford University,8vo,,,
1774,x,,T123231,Engineering,"The plan of a work, entituled Mineralogia Cornubiensis",Falmouth,William Pryce,,,,,,James Phillips,Lombard Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1774,x,,T113678,Physics/Cosmology,electrical philosopher 1,Worcester,Richard Lovett,,,,,,Richard Lewis,High Street: Worcester,,,De Seve,,,,,,,,John Bew,No 28,Pater Noster Row: London,Samuel Bladon,The Papermill,Pater Noster Row: London,Richard Lovett,,Sidbury,Richard Lewis,The Bible and Crown,High Street: Worcester,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Oxford University,8vo,,,
1774,x,,T68451,Agriculture/Arts/Manufactures,new system of husbandry 3,London,Charles Varlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Rothamsted Experimental Research,8vo,574,576,1
1774,x,,T2892,Travel/Natural History,an historical account of all the voyages round the world,London,David Henry,,,,,,,,,,,,,,,,,,Francis Newberry,On the Corner,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1775,x,,T179941,Mathematics,young arithmetician's guide,Birr,Thomas Parr,Thomas Walsh,,,,,Alex McCullon,Henry Street: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,York University,8vo,,,
1775,x,,T131801,Travel/Natural History,relation of a journey to the glaciers in the dutchy of savoy 1,Norwich,Theodore Bourrit,,,,Frederick Davy,Charles Davy,Richard Beatniffe,St Peter Permountergate Parish: Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1775,x,,T101306,Travel/Natural History,a treatise on forest trees 1,Edinburgh,William Boutcher,,,,,,Robert Fleming,Edinburgh,,,,,,,,,,,John Murray,No 32,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,Columbia University,4to,,,
1775,x,,T146464,Atlas/History/Geography,geodaesia improved 2,London,Arthur Burns,,,,,,Thomas Evans,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,356,410,0
1775,x,,T178820,Mathematics,the quadrature of the circle,Newcastle upon Tyne,James Latimer,,,,,,Thomas Saint,Newcastle upon Tyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Newcastle Public Library,12mo,,,
1775,x,,W20068,Travel/Natural History,concise natural history of east and west florida,New York,Bernard Romans,,,,,,William Brown,New York,,,Bernard Romans,New York,,,,,,,R Aitken,Opposite London Coffee House,Front Street: New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1775,R,,13,Map,a topographical map of the isle of wight,London,John Andrews,P Bell,,,,,Andrew Drury,St Martin's Lane: London,,,John Andrews,The Strand: London,,,,,,,John Andrews,No 40,The Strand: London,Andrew Drury,Dukes Court,St Martin's Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Yale Center for British Art,1mo,,,
1776,x,,T123233,Travel/Natural History,silva or a discourse of forest trees,York,John Evelyn,,,,Alexander Hunter,,Anne Ward,Coney Street: York,,,Johann Sebastian Muller,Covent Garden: London,Francesco Bartolozzi,,,,,,James Dodsley,North Side,Pall Mall: London,Thomas Cadell 2,Catherine Street,The Strand: London,James Robson,The Feathers,New Bond Street: London,Thomas Durham,The Golden Ball,Savoy: London,William Creech,,Edinburgh,John Balfour,Opposite Parliament Close,Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Carnegie Mellon: Hunt,4to,,,
